web-scraper-order,web-scraper-start-url,authors,title,conference,citations,year
"1665548715-7807","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","C Bocovich, JM Atlee","Feature-Oriented Modelling in BIP: A Case Study.","ModComp@ MoDELS, 6-11, 2016","2","2016"
"1665548715-7808","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","D Clarke, I Schaefer, MH Ter Beek, S Apel, JM Atlee","Formal methods and analysis in software product line engineering: of FMSPLE workshop series","Proceedings of the 17th International Software Product Line Conference, 266-267, 2013","2","2013"
"1665548715-7809","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","D Dietrich, P Shaker, J Gorzny, J Atlee, D Rayside","Translating the Feature-Oriented Requirements Modelling Language to Alloy","Tech. Rep. CS-2012-12, University of Waterloo, David R. Cheriton School of …, 2012","2","2012"
"1665548715-7810","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee","Introduction to the best research papers from RE’05","Requirements Engineering 11 (3), 155-156, 2006","2","2006"
"1665548715-7811","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Beidu, JM Atlee","Detecting Feature Interactions in FORML Models","From Software Engineering to Formal Methods and Tools, and Back, 220-235, 2019","1","2019"
"1665548715-7812","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","C Mascolo, M Whalen, J Atlee","In a ubiquitous world requirements are ubiquitous too","2011 IEEE 19th International Requirements Engineering Conference, 1-3, 2011","1","2011"
"1665548715-7813","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","R Shahin, R Toledo, R Hackman, S Ramesh, JM Atlee, M Chechik","Applying Declarative Analysis to Industrial Automotive Software Product Line Models","","","2022"
"1665548715-7814","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","A Serebrenik, K Blincoe, B Williams, J Atlee","Diversity and Inclusion in the Software Engineering Research Community","ACM SIGSOFT Software Engineering Notes 45 (4), 5-7, 2020","","2020"
"1665548715-7815","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","A Bucaioni, J Atlee, J Dingel, S Kokaly","Preface to 3rd International Workshop on Modeling in Automotive System and Software Engineering (MASE 2020)","Proceedings-23rd ACM/IEEE International Conference on Model Driven …, 2020","","2020"
"1665548715-7816","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","A Bucaioni, J Dingel, A Joanne","Message from the MASE 2019 Chair","2019 ACM/IEEE 22nd International Conference on Model Driven Engineering …, 2019","","2019"
"1665548715-7817","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee","Living with feature interactions (keynote)","Proceedings of the 2019 27th ACM Joint Meeting on European Software …, 2019","","2019"
"1665548715-7818","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee","Message from the ICSE 2019 general chair","Proceedings-2019 IEEE/ACM 41st International Conference on Software …, 2019","","2019"
"1665548715-7819","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, R Baillargeon, D Di Ruscio, B Rumpe","Message from the Workshop Chairs","Proceedings-8th International Workshop on Modeling in Software Engineering …, 2016","","2016"
"1665548715-7820","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, S Gnesi","Proceedings 6th Workshop on Formal Methods and Analysis in SPL Engineering","arXiv e-prints, arXiv: 1504.03014, 2015","","2015"
"1665548715-7821","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, S Beidu, U Fahrenberg","CEUR Copyright Notice","","","2015"
"1665548715-7822","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Apel, JM Atlee, L Baresi, P Zave, A Bernstein, JM Leimeister, N Noy, ...","Dagstuhl Reports, Vol. 4, Issue 7 ISSN 2192-5283","","","2014"
"1665548715-7823","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, T Clark, R France, V Kulkarni, B Rumpe","Foreword for MiSE’14","6th International Workshop on Modeling in Software Engineering, MiSE 2014 …, 2014","","2014"
"1665548715-7824","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, RB France, R Baillargeon, J Gray, B Rumpe, M Chechik, ...","5th international workshop on modeling in software engineering (MiSE 2013)","2013 35th International Conference on Software Engineering (ICSE), 1531-1532, 2013","","2013"
"1665548715-7825","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","D Clarke, I Schaefer, MH ter Beek, S Apel, JM Atlee","Formal Methods and Analysis in Software Product Line Engineering","","","2013"
"1665548715-7826","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Akhlaghi, J Al-Kofahi, NI Altintas, V Andrikopoulos, D Ansaloni, A Arcuri, ...","2012 Index IEEE Transactions on Software Engineering Vol. 38","IEEE Transactions on Software Engineering 39 (1), 1, 2013","","2013"
"1665548715-7827","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, P Inverardi","Guest Editor's Introduction: International Conference on Software Engineering","IEEE Transactions on Software Engineering 38 (1), 3-4, 2012","","2012"
"1665548715-7828","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","D Dietrich, P Shaker, JM Atlee, D Rayside","ACM Copyright Notice","","","2012"
"1665548715-7829","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, P Inverardi","SPECIAL SECTION ON THE INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING-Guest Editor's Introduction: International Conference on Software Engineering","IEEE Transactions on Software Engineering 38 (1), 3, 2012","","2012"
"1665548715-7830","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Esmaeilsabzali, NA Day, JM Atlee","A common framework for synchronization in requirements modelling languages","International Conference on Model Driven Engineering Languages and Systems …, 2010","","2010"
"1665548715-7831","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Fickas, J Atlee, P Inverardi","Proceedings-International Conference on Software Engineering: Foreword","Proceedings-International Conference on Software Engineering, iii, 2009","","2009"
"1665548715-7832","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Fickas, J Atlee, P Inverardi","ICSE'09: Foreword","2009 31st International Conference on Software Engineering-Companion Volume …, 2009","","2009"
"1665548715-7833","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Esmaeilsabzali, N Day, J Atlee, J Niu","Big-step semantics: Technical Report CS-2009-05","David R. Cheriton School of Computer Science, 2009","","2009"
"1665548715-7834","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, N Day, J Niu, E Kang, Y Lu, D Fung, L Wong","Metro: An analysis toolkit for template semantics. Technical Report CS-2006-34","David R. Cheriton School of Computer Science, 2006","","2006"
"1665548715-7835","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, RJ LeBlanc Jr, TC Lethbridge, A Sobel, JB Thompson","On Software Engineering Education-Reflections on Software Engineering 2004, the ACM/IEEE-CS Guidelines for Undergraduate Programs in Software Engineering","Lecture Notes in Computer Science 4309, 11, 2006","","2006"
"1665548715-7836","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","Y Lu, J Atlee, N Day, J Niu","Model checking template-semantics specifications: Technical Report CS-2004-20","David R. Cheriton School of Computer Science, 2004","","2004"
"1665548715-7837","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, S Leue","Session details: Workshop overviews","Proceedings of the 25th International Conference on Software Engineering, 2003","","2003"
"1665548715-7838","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Niu, J Atlee, N Day","Understanding and comparing model-based specification notations: Technical Report CS-2003-01","David R. Cheriton School of Computer Science, 2003","","2003"
"1665548715-7839","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Niu, JM Atlee, NA Day, G Bruns, S Chandra, A Gurfinkel, M Chechik, ...","Special Section on the International Conference on the Foundation of Software Engineering","IEEE Computer Society, 2003","","2003"
"1665548715-7840","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, S Leue","Workshop overviews","International Conference on Software Engineering: Proceedings of the 25 th …, 2003","","2003"
"1665548715-7841","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","AI Anton, JM Atlee","What do you mean I've been practicing without a license? Certification & licensing of requirements engineering professionals","Proceedings Fourth International Conference on Requirements Engineering …, 2000","","2000"
"1665548715-7842","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, M Chechik, J Gannon","Analyzing Safety Properties of Requirements","MARYLAND UNIV COLLEGE PARK DEPT OF COMPUTER SCIENCE, 1997","","1997"
"1665548715-7843","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","M Abadi, GD Abowd, G Agha, A Aggarwal, A Agrawala, B Agresti, ...","1995 Reviewers List","IEEE Transactions on Software Engineering 22 (1), 07, 1996","","1996"
"1665548715-7844","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, J McDermid","Integrating requirements analysis and safety analysis","Proceedings of 1995 IEEE International Symposium on Requirements Engineering …, 1995","","1995"
"1665548715-7845","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","CJ Lucena, University of Waterloo. Dept. of Computer Science, ...","Modelling Qualitative and Quantitative Timing Properties of Real-time Systems in the Z Notation","University of Waterloo, Computer Science Department, 1994","","1994"
"1665548715-7846","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, JD Gannon","Model Checking Timing Requirements","University of Waterloo, Computer Science Department, 1994","","1994"
"1665548715-7847","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Purtilo, JM Atlee","Direct Manipulation of Interface Patterns","University of Maryland. Computer Science, 1988","","1988"
"1665548715-7848","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, D Rosenblum, S Apel, M Burnett, C Ghezzi, S Gnesi, V Issarny, ...","Journal-First Program Committee","","",""
"1665548715-7849","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, DS Rosenblum","Message from the Journal-First Track Chairs","","",""
"1665548715-7850","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Ali, I Amundson, B Annighoefer, L Apvrille, K Aslam, JM Atlee, M Babaei, ...","De La Vega, Alfonso 308 Dingel, Juergen 89 Di Rocco, Juri 70 Di Ruscio, Davide 70 Di Sandro, Alessio 194","","",""
"1665548715-7851","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Abrahão, JM Atlee, N Bencomo, J Cabot, BHC Cheng, B Combemale, ...","Program Board","","",""
"1665548715-7852","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","S Abrahao, JM Atlee, C Ayala, MT Baldassarre, S Beecham, A Bertolino, ...","ICSE 2021","","",""
"1665548715-7853","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","N Aguirre, D Alrajeh, JM Atlee, T Bultan, BHC Cheng, J Cleland-Huang, ...","Doctoral Symposium–Program Committee","","",""
"1665548715-7854","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, D Berry, A Borgida, P Botella, J Bubenko, L Chung, A Davis, ...","X-0 am Committee","","",""
"1665548715-7855","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Gray, A Di Sandro, KH Doan, DJ Dobbs, B Doherty, F Durán, S Dutre, ...","Gomes, Cláudio 784 Goseva-Popstojanova, Katerina 514 Goulão, Miguel 403 Govindarajan, Ram Prasath 44","","",""
"1665548715-7856","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","A Pierantonio, A Grubb, A Susi, A Medve, C Silva, C Quer, C Gralha, ...","Ana Moreira (General Chair) Universidade NOVA de Lisboa, Portugal Gunter Mussbacher McGill University, Canada","","",""
"1665548715-7857","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee","Software Engineering Profession and Discipline","","",""
"1665548715-7858","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","A Bucaioni, J Atlee, J Dingel, JPA Almeida, M Wimmer, A Rutle, ...","Workshops Organizers","","",""
"1665548715-7859","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","D Amyot, A Anjorin, JM Atlee, A Bagnato, T Berger, R Baillargeon, ...","MiSE 2019 Program Committee","","",""
"1665548715-7860","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","I Crnkovic, KK Silveira, S Sprenkle, E Abraham, E Di Nitto, R Mirandola, ...","GE 2019 Program Committee","","",""
"1665548715-7861","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","BHC Cheng, J Atlee, T Bultan, G Canfora, A Marcus, N Medvidović, ...","Journal First Program Committee of ICSE 2019","","",""
"1665548715-7862","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, T Zimmermann, G Mussbacher, B Cheng, T Bultan, J Whittle, ...","Organizing Committee of ICSE 2019","","",""
"1665548715-7863","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","A Moreira, J Araújo, G Mussbacher, P Sánchez, V Amaral, L Baresi, ...","Organizing & Steering Committee","","",""
"1665548715-7864","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, T Barik, C Bird, S Elbaum, D Ford, A Groce","Program Committee for FairWare 2018","","",""
"1665548715-7865","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","M Chechik, M Harman, JM Atlee, A Bertolino, L Briand, M Burnett, ...","Program Board","","",""
"1665548715-7866","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Atlee, RJ Wieringa","Guest Editors' Introduction; RE 05—Engineering Successful Products","","",""
"1665548715-7867","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JM Bruel, PL Martínez, P Sánchez, V Amaral, D Amyot, JM Atlee, L Baresi, ...","MoDRE Organization","","",""
"1665548715-7868","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","A Orso, M Robillard, S Apel, J Atlee, A Bertolino, V Braberman, L Briand, ...","ICSE 2017","","",""
"1665548715-7869","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","J Atlee, R Baillargeon, D Di Ruscio, B Rumpe, M Chechik, J Gray, ...","MiSE 2016","","",""
"1665548715-7870","https://scholar.google.com/citations?user=GgdeFwoAAAAJ&hl=en&oi=ao","JB Thompson, A Sobel, RJ LeBlanc, TC Lethbridge, JM Atlee","Software engineering 2004: ACM/IEEE-CS guidelines for undergraduate programs in software engineering","27th International Conference on Software Engineering, 623-624, 0","",""
